iter	Passed	Remaining
127	407176	2773890
128	410270	2770119
129	413688	2768533
130	416432	2762438
131	419357	2757594
132	422271	2752699
133	425239	2748186
134	428164	2743424
135	431174	2739224
136	434040	2734136
137	436936	2729267
138	439855	2724574
139	443060	2721659
140	446468	2719973
141	449574	2716442
142	452973	2714676
143	456353	2712768
1144	459112	2707180145	462680	2706363
146	466174	2705081
147	469660	2703721
148	472878	2700799
149	476266	2698845
150	479272	2694716
151	482237	2690377
152	485155	2685795
1153	488039	2681048154	491973	2682046
155	495253	2679448
156	498486	2676588
157	501415	2672101
158	504645	2669226
159	508133	2667703
160	511180	2663852
161	514622	2662060
162	517756	2658665
163	520326	2652397
1164	522894	26461641165	526442	26448991166	529575	26415341167	533141	26403201168	536513	26381211169	539640	26347171170	542623	26306111171	545913	26280021172	549046	26246331173	552543	26229931174	555549	26190161175	559037	26173121176	561921	26127741177	565074	26095001178	568309	26066021179	571644	26041581180	574896	26013281181	578098	25982691182	581282	25951241183	584401	25916941184	587936	25900991185	591196	25872781186	594787	2585895
187	598065	2583135
188	601014	2578957
189	604250	2576013
190	607584	2573485
191	610905	2570894
192	614731	2570405
193	617874	2567045
194	621054	2563839
195	624340	2561068
196	628139	2560386
197	631338	2557240
198	634642	2554515
199	637970	2551880
200	641333	2549381
201	644719	2546961
202	647984	2544056
203	651368	2541614
204	654308	2537440
205	657619	2534706
206	661045	2532411
207	664322	2529536
208	667702	2527047
209	670907	2523888
210	673582	2518752
211	676951	2516215
212	680216	2513287
213	683516	2510484
214	686535	2506653
215	689964	2504315
216	693071	2500806
217	696179	2497305
218	699610	2494957
219	703159	2493020
220	706590	2490651
221	709810	2487535
222	712867	2483846
223	715989	2480391
224	719180	2477176
225	722284	2473664
226	725333	2469966
227	728788	2467650
228	732054	2464688
229	735614	2462709
230	739024	2460216
231	742359	2457466
232	745376	2453665
233	748126	2448996
234	751300	2445722
235	754632	2442963
236	757731	2439447
237	760701	2435524
238	763997	2432643
239	767041	2428963
240	770244	2425790
241	773595	2423078
242	776712	2419634
243	779973	2416637
244	783281	2413784
245	786604	2410973
246	789406	2406570
247	792584	2403322
248	795340	2398798
249	798073	2394219
250	800868	2389841
251	804520	2388022
252	807212	2383351
253	809958	2378855
254	812715	2374403
255	815275	2369395
256	817762	23641932257	821812	23635062258	825252	23610492259	828704	23586202260	831893	23554382261	835306	2352885
262	838428	2349512
263	841676	2346492
264	844779	2343067
265	848145	2340372
266	851526	2337712
267	854828	2334831
268	858266	2332315
269	861763	2329954
270	864826	2326415
271	868099	2323443
272	871354	2320420
273	874697	2317630
274	878272	2315446
275	881944	2313505
276	885163	2310371
277	888421	2307340
278	891779	2304562
279	895118	2301734
280	898362	2298657
281	901570	2295487
282	904773	2292305
283	908391	2290169
284	911976	2287940
285	915444	2285410
286	918782	2282549
287	921892	2279122
288	925176	2276127
289	928404	2272989
290	931586	2269742
291	934738	2266421
292	938010	2263390
293	941175	2260101
294	944561	2257340
295	947881	2254421
296	950675	2250253
297	953889	2247082
298	957265	2244290
299	960645	2241506
300	964134	2238971
301	967246	2235555
302	970385	2232207
303	973583	2228994
304	976473	2225080
305	979864	2222306
306	983148	2219290
307	986227	2215809
308	989557	2212893
309	992930	2210070
310	996188	2206990
311	999418	2203845
312	1002480	22003313313	1005467	21966573314	1008310	21926743315	1011545	21895483316	1014677	21861983317	1018556	21844513318	1021908	21815663319	1025229	21786123320	1028446	21754373321	1031324	21715463322	1034615	21685283323	1037769	21652233324	1041102	21622893325	1044281	21590353326	1047078	21549973327	1050085	21513953328	1053343	21483083329	1056347	21447053330	1059694	21417993331	1062927	21386613332	1066238	21356783333	1069450	21324963334	1072628	21292463335	1075830	21260453336	1079084	21229453337	1082321	21198123338	1085382	21163353339	1088643	21132493340	1091877	21101083341	1095008	21067713342	1097728	2102645343	1099251	2096246
344	1102288	2092749
345	1105480	2089550
346	1109030	2087023
347	1112603	2084533
348	1116084	2081865
349	1119323	2078743
350	1122700	2075875
351	1126041	2072940
352	1129565	2070336
353	1132632	2066894
354	1136108	2064196
355	1139388	2061140
356	1142664	2058076
357	1146092	2055282
358	1149342	2052168
359	1152611	2049086
360	1156138	2046460
361	1159440	2043433
362	1162801	2040507
363	1166241	2037718
364	1169690	2034941
365	1173058	2032019
366	1177076	2030216
367	1180094	2026684
368	1183303	2023481
369	1186754	2020689
370	1190381	2018194
371	1193702	2015175
372	1196879	2011912
373	1200300	2009059
374	1203277	2005462
375	1206599	2002441
376	1210103	1999720
377	1213501	1996820
378	1216660	1993526
379	1219390	1989532
380	1221973	1985305
381	1224649	1981239
382	1227210	1976994
383	1230166	1973391
384	1233038	1969658
385	1235995	1966064
386	1239374	1963143
387	1242505	1959827
388	1245412	1956162
389	1248276	1952431
390	1250799	1948175
3391	1255571	19474173392	1258828	19442983393	1262172	19413103394	1265482	19382703395	1268848	19353133396	1272105	19321903397	1275322	19290053398	1278541	19258233399	1281700	19225514400	1285191	19197744401	1288411	19165924402	1291623	19133984403	1294848	19102224404	1298110	19071014405	1301457	19041034406	1304418	19005414407	1307662	18973934408	1311068	18944784409	1314389	18914384410	1317596	18882344411	1320881	18851414412	1324118	18819804413	1327671	18792644414	1331023	18762624415	1334282	18731274416	1337901	18704954417	1341076	18672404418	1344426	18642284419	1347869	18613444420	1351114	18581834421	1354156	18547454422	1357235	18513584423	1360365	18480434424	1363078	18441654425	1365690	1840156426	1367452	1835012
427	1370964	1832223
428	1374333	1829241
429	1377857	1826462
430	1381047	1823239
431	1383979	1819676
432	1386682	1815817
433	1389920	1812661
434	1393149	1809493
435	1396408	1806362
436	1399512	1803033
437	1402879	1800042
438	1406069	1796822
439	1409510	1793922
440	1412958	1791028
441	1416036	1787665
442	1419488	1784774
443	1422912	1781845
444	1426379	1778968
445	1430185	1776507
446	1433610	1773572
447	1436764	1770299
448	1440279	1767470
449	1443768	1764605
450	1446922	1761331
451	1450487	1758556
452	1453693	1755342
453	1456647	1751826
454	1460041	1748840
455	1463302	1745694
456	1466550	1742531
457	1469452	1738958
458	1472670	1735762
459	1475579	1732201
460	1478934	1729166
461	1482098	1725906
462	1485282	1722670
463	1488616	1719609
464	1491846	1716425
465	1494964	1713114
466	1498300	1710051
467	1501606	1706954
468	1504966	1703917
469	1508069	1700589
470	1511503	1697633
471	1514983	1694727
472	1518615	1691988
473	1521929	1688892
474	1525129	1685669
475	1528201	1682306
476	1531516	1679209
477	1534933	1676224
478	1538059	1672920
479	1541305	1669747
480	1544837	1666883
481	1548115	1663742
482	1551093	1660280
483	1553930	1656669
484	1557369	1653701
485	1560662	1650577
486	1563983	1647481
487	1567487	1644577
488	1570820	1641491
489	1574383	1638644
490	1577810	1635652
491	1581734	1633172
492	1585047	1630059
493	1588365	1626949
494	1591782	1623939
495	1594862	1620585
496	1598272	1617567
497	1601370	1614232
498	1604667	1611098
499	1607762	1607762
500	1611308	1604875
501	1614798	1601931
502	1617794	1598496
503	1621156	1595423
504	1624172	1592010
505	1627357	1588763
506	1630676	1585648
507	1633948	1582485
508	1637087	1579194
509	1640424	1576093
510	1643578	1572817
511	1646767	1569575
512	1649895	1566275
513	1653421	1563352
514	1656485	1559991
515	1659833	1556898
516	1663116	1553743
517	1666105	1550313
518	1669120	1546911
519	1672420	1543772
520	1675825	1540729
521	1679324	1537772
522	1682585	1534594
523	1685756	1531335
524	1688377	1527579
525	1690975	1523806
526	1693520	1519990
527	1696182	1516284
528	1699243	1512937
529	1702391	1509668
530	1705730	1506567
531	1708960	1503371
532	1711659	1499708
533	1714503	1496177
534	1717173	1492496
535	1720442	1489338
536	1723875	1486320
537	1727220	1483226
538	1730710	1480254
539	1733797	1476938
540	1736457	1473260
541	1739387	1469814
542	1741929	1466043
543	1744532	1462328
544	1747283	1458741
545	1749915	1455058
546	1753098	1451834
547	1756566	1448847
548	1759731	1445608
549	1763141	1442570
550	1766507	1439495
551	1769868	1436415
552	1773064	1433200
553	1776269	1429993
554	1779613	1426897
555	1782733	1423621
556	1786119	1420558
557	1789231	1417276
558	1792785	1414344
559	1796268	1411354
560	1799460	1408134
561	1802183	1404548
562	1805304	1401275
563	1808585	1398126
564	1812008	1395086
565	1815605	1392177
566	1818824	1388979
567	1822091	1385816
568	1825270	1382586
569	1828193	1379163
570	1831724	1376198
571	1834882	1372954
572	1838242	1369859
573	1841543	1366720
574	1844971	1363674
575	1848246	1360514
576	1851484	1357327
577	1854907	1354275
578	1858476	1351327
579	1861748	1348162
580	1864901	1344911
581	1868542	1342011
582	1871911	1338914
583	1875193	1335754
584	1878360	1332512
585	1881676	1329375
586	1885012	1326252
587	1888308	1323100
588	1891141	1319624
589	1894166	1316285
590	1897567	1313206
591	1900790	1310004
592	1904155	1306899
593	1907447	1303743
594	1910451	1300391
595	1913915	1297352
596	1917009	1294061
597	1920047	1290734
598	1922495	1287012
599	1925284	1283523
600	1928388	1280244
601	1931748	1277136
602	1935001	1273955
603	1938203	1270742
604	1941362	1267501
605	1945113	1264644
606	1948248	1261386
607	1951517	1258215
608	1954662	1254963
609	1957883	1251761
610	1961115	1248566
611	1963896	1245084
612	1966559	1241531
613	1969117	1237914
614	1971927	1234458
615	1975218	1231305
616	1978357	1228056
617	1981563	1224849
618	1984821	1221675
619	1987859	1218365
620	1991225	1215256
621	1993906	1211730
622	1997362	1208676
623	2000742	1205575
624	2004055	1202433
625	2007563	1199406
626	2010990	1196330
627	2014195	1193122
628	2017563	1190009
629	2021344	1187138
630	2024313	1183790
631	2027672	1180669
632	2030588	1177292
633	2034070	1174242
634	2037534	1171180
635	2040599	1167890
636	2044281	1164951
637	2047603	1161806
638	2051090	1158753
639	2054353	1155573
640	2057182	1152150
641	2060679	1149101
642	2063913	1145905
643	2067336	1142813
644	2070435	1139541
645	2073758	1136393
646	2077394	1133416
647	2081166	1130510
648	2084748	1127499
649	2087954	1124283
650	2091525	1121263
651	2094421	1117881
652	2097868	1114793
653	2101455	1111779
654	2104970	1108724
655	2108189	1105514
656	2111722	1102467
657	2115101	1099338
658	2118336	1096134
659	2121377	1092830
660	2124541	1089590
661	2127525	1086259
662	2130656	1083003
663	2133953	1079831
664	2137167	1076618
665	2140454	1073441
666	2143656	1070221
667	2147079	1067111
668	2150387	1063943
669	2153548	1060702
670	2157259	1057732
671	2160859	1054705
672	2164429	1051661
673	2168231	1048729
674	2171300	1045441
675	2174549	1042239
676	2178078	1039171
677	2181625	1036111
678	2184949	1032943
679	2188438	1029853
680	2191735	1026672
681	2194881	1023419
682	2198235	1020264
683	2201408	1017024
684	2204858	1013912
685	2208250	1010773
686	2211758	1007686
687	2214873	1004419
688	2217924	1001124
689	2221111	997890
690	2224047	994545
691	2227334	991356
692	2230695	988201
693	2234124	985075
694	2237185	981786
695	2240308	978525
696	2243426	975262
697	2246521	971990
698	2250176	968960
699	2253496	965784
700	2256993	962683
701	2260164	959443
702	2263245	956164
703	2266526	952971
704	2269635	949705
705	2272840	946480
706	2275995	943234
707	2278787	939838
708	2282129	936670
709	2285267	933419
710	2288182	930077
711	2291443	926876
712	2294743	923690
713	2297946	920465
714	2301047	917200
715	2304289	913992
716	2307409	910734
717	2310742	907561
718	2313535	904177
719	2316752	900959
720	2320319	897876
721	2323458	894627
722	2326577	891372
723	2329985	888226
724	2333244	885023
725	2336318	881751
726	2339400	878481
727	2342707	875297
728	2345954	872090
729	2349022	868816
730	2352363	865643
731	2355645	862449
732	2358945	859261
733	2362418	856135
734	2365668	852928
735	2369270	849847
736	2372667	846691
737	2375982	843505
738	2379142	840265
739	2382309	837027
740	2385675	833859
741	2389271	830770
742	2392536	827566
743	2395710	824330
744	2399092	821165
745	2402298	817940
746	2405679	814775
747	2408904	811556
748	2411998	808293
749	2415071	805023
750	2418089	801736
751	2421071	798438
752	2424370	795244
753	2427552	792013
754	2430492	788702
755	2433624	785455
756	2436530	782135
757	2439730	778911
758	2442837	775657
759	2445951	772405
760	2449277	769221
761	2452340	765954
762	2455189	762621
763	2458462	759420
764	2461757	756226
765	2464895	752983
766	2468063	749750
767	2471477	746592
768	2475037	743476
769	2477843	740134
770	2480971	736890
771	2484315	733709
772	2487562	730500
773	2490713	727262
774	2493935	724045
775	2497100	720812
776	2500203	717561
777	2503796	714450
778	2506927	711208
779	2510283	708028
780	2513631	704846
781	2517012	701673
782	2519955	698378
783	2523362	695211
784	2526458	691959
785	2529661	688737
786	2532994	685549
787	2536130	682309
788	2539408	679106
789	2542651	675894
790	2545886	672680
791	2549305	669514
792	2552589	666312
793	2556109	663171
794	2559268	659937
795	2562199	656644
796	2565710	653499
797	2568861	650263
798	2572167	647065
799	2575451	643862
800	2578419	640581
801	2581577	637347
802	2584892	634151
803	2588140	630939
804	2591534	627763
805	2594657	624520
806	2597874	621300
807	2600754	618001
808	2603872	614758
809	2607276	611583
810	2610410	608344
811	2613430	605079
812	2616568	601842
813	2619610	598584
814	2622837	595367
815	2625859	592105
816	2629254	588927
817	2632256	585660
818	2635434	582434
819	2638921	579275
820	2642102	576049
821	2645321	572831
822	2648931	569697
823	2652054	566458
824	2655680	563326
825	2658913	560110
826	2662321	556930
827	2665761	553757
828	2668883	550517
829	2671997	547276
830	2675266	544067
831	2678586	540868
832	2681409	537569
833	2684567	534338
834	2687979	531157
835	2691382	527974
836	2694602	524755
837	2697796	521531
838	2701295	518365
839	2704350	515114
840	2707609	511902
841	2711128	508739
842	2714552	505557
843	2717747	502332
844	2720943	499108
845	2724012	495860
846	2726783	492559
847	2729548	489258
848	2732676	486023
849	2735913	482808
850	2739374	479631
851	2742687	476429
852	2746148	473251
853	2749202	470004
854	2752637	466821
855	2755979	463622
856	2759071	460381
857	2762396	457179
858	2765791	453989
859	2769121	450787
860	2772325	447564
861	2775466	444332
862	2778635	441104
863	2782090	437921
864	2785378	434712
865	2788607	431493
866	2791806	428270
867	2795031	425050
868	2798480	421865
869	2802053	418697
870	2805399	415495
871	2808841	412307
872	2812011	409078
873	2815177	405849
874	2818262	402608
875	2821431	399380
876	2824687	396164
877	2827849	392935
878	2831108	389720
879	2834499	386522
880	2838069	383348
881	2841343	380134
882	2844717	376933
883	2847929	373710
884	2851087	370480
885	2854423	367273
886	2857571	364042
887	2861048	360852
888	2864572	357668
889	2867829	354450
890	2871157	351241
891	2874558	348040
892	2877745	344813
893	2880871	341579
894	2884031	338350
895	2887309	335134
896	2890695	331930
897	2893907	328706
898	2897191	325490
899	2900444	322271
900	2903527	319033
901	2906665	315801
902	2909997	312591
903	2913345	309381
904	2916440	306145
905	2919743	302931
906	2923041	299716
907	2926002	296467
908	2929314	293253
909	2932623	290039
910	2935898	286822
911	2939476	283633
912	2942244	280367
913	2945651	277161
914	2948923	273943
915	2952034	270710
916	2955318	267493
917	2958447	264262
918	2961836	261054
919	2964935	257820
920	2968426	254620
921	2971714	251403
922	2975028	248187
923	2978561	244989
924	2981822	241769
925	2985254	238562
926	2988285	235323
927	2991533	232101
928	2994787	228880
929	2997794	225640
930	3001253	222434
931	3004510	219213
932	3007628	215981
933	3010815	212755
934	3014205	209543
935	3017422	206319
936	3020710	203100
937	3024215	199894
938	3027547	196677
939	3030778	193453
940	3034025	190231
941	3037155	187001
942	3040201	183766
943	3042976	180515
944	3046352	177300
945	3049793	174089
946	3053096	170870
947	3056644	167664
948	3060013	164447
949	3063361	161229
950	3066552	158003
951	3069915	154785
952	3073540	151580
953	3076819	148358
954	3079950	145128
955	3082936	141892
956	3086387	138677
957	3089549	135449
958	3092791	132225
959	3096099	129004
960	3099425	125783
961	3102845	122565
962	3105853	119331
963	3109069	116106
964	3112203	112877
965	3115482	109654
966	3118671	106428
967	3121965	103205
968	3125262	99982
969	3128654	96762
970	3132039	93541
971	3134775	90302
972	3138049	87078
973	3141195	83851
974	3144303	80623
975	3147459	77396
976	3150636	74170
977	3153538	70938
978	3156787	67714
979	3159571	64481
980	3162582	61252
981	3165538	58024
982	3168697	54799
983	3171719	51572
984	3174841	48347
985	3178181	45126
986	3180694	41893
987	3183191	38662
988	3185764	35433
989	3188161	32203
990	3190496	28975
991	3192526	25746
992	3194141	22516
993	3195451	19288
994	3196806	16064
995	3198075	12843
996	3199266	9626
997	3200676	6414
998	3201973	3205
999	3203274	0
